title,company,location,posted,url,stem
Sales Cashier (3 Positions) ,Telesom Company ,"Boorama, Somaliland"," May 25, 2022",https://qaranjobs.com/job/sales-cashier-3-positions-boorama-somaliland/,0
Lineman and Internet Technician ,Telesom Company ,"Boorama, Somaliland"," May 25, 2022",https://qaranjobs.com/job/lineman-and-internet-technician-boorama-somaliland/,0
MSD Advisor ,Mercy Corps Ethiopia ,"Dolo Ado, Somali Regional State of Ethiopia"," May 25, 2022",https://qaranjobs.com/job/msd-advisor-dolo-ado-somali-regional-state-of-ethiopia/,0
Human Resource Manager ,Maansoor Hotels ,"Hargeisa, Somaliland"," May 25, 2022",https://qaranjobs.com/job/human-resource-manager-hargeisa-somaliland-3/,0
Human Resource and Admin Manager ,IRC ,"Jigjiga, Somali Regional State of Ethiopia"," May 25, 2022",https://qaranjobs.com/job/human-resource-and-admin-manager-jigjiga-somali-regional-state-of-ethiopia/,0
WASH Officer ,Mercy-USA for Aid and Development ,"Beledwayne, Somalia"," May 25, 2022",https://qaranjobs.com/job/wash-officer-beledwayne-somalia-2/,0
Jobs at SOS Children’s Villages International (16 Positions) ,SOS Children's Villages International ,Somalia/Somaliland," May 25, 2022",https://qaranjobs.com/?post_type=job_listing&p=19418,0
Chief Field Office (P-5) ,UNICEF ,"Mogadishu, Somalia"," May 25, 2022",https://qaranjobs.com/job/chief-field-office-p-5-mogadishu-somalia/,0
Jobs at Somali Red Crescent Society (SRCS) (14 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia," May 25, 2022",https://qaranjobs.com/job/jobs-at-somali-red-crescent-society-srcs-14-positions-somali-jobs-apply-now/,0
Jobs at ACTED (12 Positions) ,ACTED ,Somalia," May 25, 2022",https://qaranjobs.com/?post_type=job_listing&p=19415,0
Community Health Focal Person ,Somali Red Crescent Society (SRCS) ,"Garowe, Puntland State of Somalia"," May 25, 2022",https://qaranjobs.com/job/community-health-focal-person-garowe-puntland-state-of-somalia/,0
Community Health Manager ,Somali Red Crescent Society (SRCS) ,"Garowe, Puntland State of Somalia"," May 25, 2022",https://qaranjobs.com/job/community-health-manager-garowe-puntland-state-of-somalia/,0
DRM Officer ,Somali Red Crescent Society (SRCS) ,"Garowe, Nugaal Region, Puntland State of Somalia"," May 25, 2022",https://qaranjobs.com/job/drm-officer-garowe-nugaal-region-puntland-state-of-somalia/,0
Programme Manager ,Somali Red Crescent Society (SRCS) ,Garowe-Puntland State of Somalia," May 25, 2022",https://qaranjobs.com/job/programme-manager-puntland-echo-pilot-programmatic-partnership-project-ppp-garowe-puntland-state-of-somalia/,0
Finance Officer ,Somali Red Crescent Society (SRCS) ,"Garowe, Somalia"," May 25, 2022",https://qaranjobs.com/job/finance-officer-garowe-somalia/,0
Re-advert: Human Resources Assistant ,ICRC ,"Nairobi, Kenya"," May 25, 2022",https://qaranjobs.com/job/re-advert-human-resources-assistant-nairobi-kenya/,0
Program Officer ,Federal Government of Somalia (FGS) ,"Jowhar, Somalia"," May 25, 2022",https://qaranjobs.com/job/program-officer-jowhar-somalia-3/,0
Program Officer ,Federal Government of Somalia (FGS) ,"Baidoa, Somalia"," May 25, 2022",https://qaranjobs.com/job/program-officer-baidoa-somalia-2/,0
"Senior Staff Assistant, FS5 ",UNSOS ,"Mogadishu, Somalia"," May 25, 2022",https://qaranjobs.com/job/senior-staff-assistant-fs5-mogadishu-somalia/,0
Associate RSD Officer ,UNHCR ,"Gaalkacyo, Somalia"," May 25, 2022",https://qaranjobs.com/job/associate-rsd-officer-gaalkacyo-somalia/,0
Programme Specialist ,UNDP ,"Mogadishu, Somalia"," May 25, 2022",https://qaranjobs.com/job/programme-specialist-gender-responsive-covid-19-prevention-mogadishu-somalia-2/,0
International Consultant ,UNICEF ,"Mogadishu, Somalia"," May 25, 2022",https://qaranjobs.com/job/international-consultant-immunization-specialist-polio-mogadishu-somalia/,0
Re-Advert: Branch Audit ,Shabelle Bank ,"Jigjiga, Somali Regional State of Ethiopia"," May 24, 2022",https://qaranjobs.com/job/re-advert-branch-audit-jigjiga-somali-regional-state-of-ethiopia/,0
Administrative Coordinator Kenya and Somalia,Secours Islamique France (SIF) ,Kenya and Somalia," May 24, 2022",https://qaranjobs.com/job/administrative-coordinator-kenya-and-somalia-2/,0
Health officer ,SOS Children’s Villages International ,"Berbera and Sheikh, Somaliland"," May 24, 2022",https://qaranjobs.com/job/health-officer-berbera-and-sheikh-somaliland/,0
DRC jobs in Somalia (15 Positions) ,DRC ,Somalia," May 24, 2022",https://qaranjobs.com/job/drc-jobs-in-somalia-15-positions-somali-jobs-apply-now/,0
Shelter and Distribution Assistant ,DRC ,"Mogadishu, Somalia"," May 24, 2022",https://qaranjobs.com/job/shelter-and-distribution-assistant-mogadishu-somalia/,0
Wash Officer ,DRC ,"Mogadishu, Somalia"," May 24, 2022",https://qaranjobs.com/job/wash-officer-mogadishu-somalia-2/,0
Wash Assistant ,DRC ,"Mogadishu, Somalia"," May 24, 2022",https://qaranjobs.com/job/wash-assistant-mogadishu-somalia-2/,0
Surveyor ,CTG ,"Marka, Lower Shabelle region, Somalia"," May 24, 2022",https://qaranjobs.com/job/surveyor-marka-lower-shabelle-region-somalia/,0
"Security Officer, Consultant-II Multiple Duty Stations ",WFP ,Somalia," May 24, 2022",https://qaranjobs.com/job/security-officer-consultant-ii-multiple-duty-stations-somalia/,0
Project Architect SC9 ,WFP ,"Garowe, Somalia"," May 24, 2022",https://qaranjobs.com/job/project-architect-sc9-garowe-somalia/,0
Re-advert: Environmental Affairs Officer ,UNSOS ,"Mogadishu, Somalia"," May 24, 2022",https://qaranjobs.com/job/re-advert-environmental-affairs-officer-mogadishu-somalia/,0
Jobs at Hirshabelle State of Somalia (6 Positions) ,Hirshabelle State of Somalia ,Hirshabelle State of Somalia," May 24, 2022",https://qaranjobs.com/?post_type=job_listing&p=19379,0
Jobs at Somali Red Crescent Society (SRCS) (9 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia/Somaliland," May 24, 2022",https://qaranjobs.com/job/jobs-at-somali-red-crescent-society-srcs-9-positions-somali-jobs-apply-now/,0
Logistic Assistant ,World Health Organization - WHO ,"Hargeisa, Somaliland"," May 24, 2022",https://qaranjobs.com/job/logistic-assistant-hargeisa-somaliland-2/,0
WASH Officer ,Polish Humanitarian Action (PAH) ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/wash-officer-mogadishu-somalia/,0
WASH Assistant ,Polish Humanitarian Action (PAH) ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/wash-assistant-mogadishu-somalia/,0
Finance Officer ,Mercy Corps ,"Jigjiga, Somali Regional State of Ethiopia"," May 23, 2022",https://qaranjobs.com/job/finance-officer-jigjiga-somali-regional-state-of-ethiopia-2/,0
Transport Assistant ,Mercy Corps ,"Jigjiga, Somali Regional State of Ethiopia"," May 23, 2022",https://qaranjobs.com/job/transport-assistant-jigjiga-somali-regional-state-of-ethiopia/,0
AMI ,African Development Bank ,Djibouti," May 23, 2022",https://qaranjobs.com/job/ami-consultant-economiste-pour-djibouti-rdge/,0
Consultant National pour la mise en place du Protocole de l’enquête de seroprevalence ,UNDP ,Djibouti," May 23, 2022",https://qaranjobs.com/job/consultant-national-pour-la-mise-en-place-du-protocole-de-lenquete-de-seroprevalence-djibouti/,0
WASH Assistant (2 Positions) ,IRC ,"Garowe, Somalia"," May 23, 2022",https://qaranjobs.com/job/wash-assistant-2-positions-garowe-somalia/,0
"Operations Associate, GS-6 ",UNICEF ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/operations-associate-gs-6-mogadishu-somalia/,0
Communications Specialist ,UNFPA ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/communications-specialist-mogadishu-somalia-6/,0
Midwife ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/midwife-herale-galguduud/,0
OPD Nurse ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/opd-nurse-herale-galguduud/,0
EPI Vaccinator ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/epi-vaccinator-herale-galguduud/,0
OTP Auxiliary Nurse ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/otp-auxiliary-nurse-herale-galguduud/,0
Health Promoter ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/health-promoter-herale-galguduud/,0
OTP Nurse ,Somali Red Crescent Society (SRCS) ,"Herale, Galguduud"," May 23, 2022",https://qaranjobs.com/job/otp-nurse-herale-galguduud/,0
Pharmacy Assistant ,Somali Red Crescent Society (SRCS) ,"Herale, Galgadud"," May 23, 2022",https://qaranjobs.com/job/pharmacy-assistant-herale-galgadud/,0
DRC jobs in Somalia (12 Positions) ,DRC ,Somalia," May 23, 2022",https://qaranjobs.com/job/drc-jobs-in-somalia-12-positions-somali-jobs-apply-now/,0
TOR for Hydrogeological & Geophysical assessment Consultant ,Islamic Relief Somalia ,"Jowhar, Somalia"," May 23, 2022",https://qaranjobs.com/job/tor-for-hydrogeological-geophysical-assessment-consultant-jowhar-somalia/,0
"Information Comm. Technology Manager, P4, Fixed Term ",UNICEF ,"Nairobi, Kenya"," May 23, 2022",https://qaranjobs.com/job/information-comm-technology-manager-p4-fixed-term-nairobi-kenya/,0
Camp Coordination & camp Management Officer ,DRC ,"Baidoa, Somalia"," May 23, 2022",https://qaranjobs.com/job/camp-coordination-camp-management-officer-baidoa-somalia/,0
Camp Management & camp coordination Officer ,DRC ,"Galkayo, Somalia"," May 23, 2022",https://qaranjobs.com/job/camp-management-camp-coordination-officer-galkayo-somalia/,0
Camp Coordination & Camp Management Team Leader ,DRC ,"Galkayo, Somalia"," May 23, 2022",https://qaranjobs.com/job/camp-coordination-camp-management-team-leader-galkayo-somalia/,0
Camp Coordination and Camp Management Assistant ,DRC ,"Galkayo, Somalia"," May 23, 2022",https://qaranjobs.com/job/camp-coordination-and-camp-management-assistant-galkayo-somalia/,0
Camp Coordination and Camp Management Assistant ,DRC ,"Baidoa, Somalia"," May 23, 2022",https://qaranjobs.com/job/camp-coordination-and-camp-management-assistant-baidoa-somalia/,0
WASH Coordinator ,DRC ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/wash-coordinator-mogadishu-somalia/,0
"Coordination Officer, Political Affairs, P3 ",UNSOM ,"Mogadishu, Somalia"," May 23, 2022",https://qaranjobs.com/job/coordination-officer-political-affairs-p3-mogadishu-somalia/,0
WASH Officer ,IRC ,"Garowe, Somalia"," May 23, 2022",https://qaranjobs.com/job/wash-officer-garowe-somalia/,0
Implementing Partner: Garissa Business Accelerator Programme ,International Labour Organization - ILO ,"Garissa County, Kenya"," May 22, 2022",https://qaranjobs.com/job/implementing-partner-garissa-business-accelerator-programme-garissa-county/,0
Youth Coach ,SOS Children’s Villages International ,"Mogadishu, Somalia"," May 22, 2022",https://qaranjobs.com/job/youth-coach-mogadishu-somalia-2/,0
Community Health Worker Supervisor ,University of Kansas Medical Center ,"Kansas City - Missouri, US State"," May 22, 2022",https://qaranjobs.com/job/community-health-worker-supervisor-thomas-county-somali-jobs-kansas-city-missouri-us-state/,0
Family Services Coordinator ,"Project for Pride in Living, Inc. (PPL) ","Minneapolis, MN - Minnesota, US State"," May 22, 2022",https://qaranjobs.com/job/family-services-coordinator-somali-jobs-minneapolis-mn-minnesota-us-state/,0
Library Associate I ,City of Seattle ,"Seattle, WA - US State"," May 22, 2022",https://qaranjobs.com/job/library-associate-i-somali-jobs-seattle-wa-us-state/,0
Women Peace and Security Project Officer ,UNDP ,"Mogadishu, Somalia"," May 22, 2022",https://qaranjobs.com/job/women-peace-and-security-project-officer-mogadishu-somalia/,0
Translation (English to Somali) ,Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," May 22, 2022",https://qaranjobs.com/job/translation-english-to-somali-hirshabelle-state-of-somalia/,0
English Teacher ,NECSOM Technical Institute ,"Garowe, Puntland State of Somalia"," May 22, 2022",https://qaranjobs.com/job/english-teacher-garowe-puntland-state-of-somalia/,0
Workshop Instructors ,NECSOM Technical Institute ,"Garowe, Puntland State of Somalia"," May 22, 2022",https://qaranjobs.com/job/workshop-instructors-electricity-solar-practical-trainers-2-positions-garowe-puntland-state-of-somalia/,0
Jobs at SOS Children’s Villages International (43 Positions) ,SOS Children's Villages International ,Somalia/Somaliland," May 21, 2022",https://qaranjobs.com/?post_type=job_listing&p=19316,0
Jobs at Somtel (2 Positions) ,Somtel ,Somalia," May 21, 2022",https://qaranjobs.com/job/jobs-at-somtel-2-positions-somali-jobs-apply-now/,0
Translation (English to Somali) ,Galmudug State Of Somalia ,Galmudug State of Somalia," May 21, 2022",https://qaranjobs.com/job/translation-english-to-somali-galmudug-state-of-somalia/,0
Social Worker ,Save the Children ,Somali Regional State Of Ethiopia," May 21, 2022",https://qaranjobs.com/job/social-worker-somali-regional-state-of-ethiopia/,0
Storekeeper ,Save The Children ,Somali Regional State Of Ethiopia," May 21, 2022",https://qaranjobs.com/job/storekeeper-somali-regional-state-of-ethiopia/,0
Logistics Officer ,Handicap International (HI) ,"Dadaab, Kenya"," May 21, 2022",https://qaranjobs.com/job/logistics-officer-general-facility-supply-chain-at-handicap-international-hi-dadaab-kenya/,0
HR and Administration Team Leader ,DRC ,"Jijiga, Somali Regional State of Ethiopia"," May 21, 2022",https://qaranjobs.com/job/hr-and-administration-team-leader-jijiga-somali-regional-state-of-ethiopia/,0
GENDER OFFICER ,Oxfam ,"Jijiga- Jarar, Somali Regional State of Ethiopia"," May 21, 2022",https://qaranjobs.com/job/gender-officer-jijiga-jarar-somali-regional-state-of-ethiopia/,0
Education Project Officer ,SOS Children’s Villages International ,"Baidoa, Somalia"," May 21, 2022",https://qaranjobs.com/job/education-project-officer-baidoa-somalia/,0
Volunteer Pharmacy Assistant (2 Positions) ,SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/volunteer-pharmacy-assistant-2-positions-heliwa-mogadishu-somalia/,0
Project Coordinator ,SOS Children’s Villages International ,"Baidoa, Somalia"," May 21, 2022",https://qaranjobs.com/job/project-coordinator-baidoa-somalia-2/,0
Social Worker ,SOS Children’s Villages International ,"Baidoa, Somalia"," May 21, 2022",https://qaranjobs.com/job/social-worker-baidoa-somalia/,0
"Volunteer Doctor, Paediatric (5 Positions) ",SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/volunteer-doctor-paediatric-5-positions-heliwa-mogadishu-somalia/,0
"Volunteer Doctor, OBS/GYN (5 positions) ",SOS Children’s Villages International ,"Heliwa-Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/volunteer-doctor-obs-gyn-5-positions-heliwa-mogadishu-somalia/,0
Camp Coordination and Camp Management Officer ,DRC ,"Dolow, Somalia"," May 21, 2022",https://qaranjobs.com/job/camp-coordination-and-camp-management-officer-dolow-somalia/,0
Camp Coordination and Camp Management Team Leader ,DRC ,"Dolow, Somalia"," May 21, 2022",https://qaranjobs.com/job/camp-coordination-and-camp-management-team-leader-dolow-somalia/,0
Administration Officer (Country) ,DRC ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/administration-officer-country-mogadishu-somalia/,0
Camp Coordination & camp Management Officer ,DRC ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/camp-coordination-camp-management-officer-mogadishu-somalia/,0
Camp Coordination & Camp Management Assistant ,DRC ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/camp-coordination-camp-management-assistant-mogadishu-somalia/,0
Camp Coordination and Camp Management Team Leader ,DRC ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/camp-coordination-and-camp-management-team-leader-mogadishu-somalia/,0
Appraisal Monitoring and Evaluation Officer ,ACTED ,"Bardheere, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/appraisal-monitoring-and-evaluation-officer-bardheere-jubaland-state-of-somalia/,0
Appraisal Monitoring and Evaluation Officer ,ACTED ,"Diinsoor, South West State of Somalia"," May 21, 2022",https://qaranjobs.com/job/appraisal-monitoring-and-evaluation-officer-diinsoor-south-west-state-of-somalia/,0
Appraisal Monitoring and Evaluation Officer ,ACTED ,"Garbaharey, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/appraisal-monitoring-and-evaluation-officer-garbaharey-jubaland-state-of-somalia/,0
Young graduate ,Hirshabelle State Of Somalia ,"Jowhar/Beledweyne, Hirshabelle State Of Somalia"," May 21, 2022",https://qaranjobs.com/job/young-graduate-planning-department-4-positions-jowhar-beledweyne-hirshabelle-state-of-somalia/,0
District Capacity Building Consultant ,Hirshabelle State Of Somalia ,"Beledweyne, Somalia"," May 21, 2022",https://qaranjobs.com/job/district-capacity-building-consultant-beledweyne-somalia/,0
Epidemiological Activity Manager ,Médecins Sans Frontières (MSF) ,"Baidoa, Somalia"," May 21, 2022",https://qaranjobs.com/job/epidemiological-activity-manager-baidoa-somalia/,0
Deputy Project Manager ,UNOPS ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/deputy-project-manager-infrastructure-mogadishu-somalia/,0
Procurement Associate ,IDLO ,"Hargeisa, Somaliland"," May 21, 2022",https://qaranjobs.com/job/procurement-associate-hargeisa-somaliland-2/,0
Procurement Associate ,IDLO ,"Mogadishu, Somalia"," May 21, 2022",https://qaranjobs.com/job/procurement-associate-mogadishu-somalia-2/,0
Education Officer ,IRC ,Somali Regional State Of Ethiopia," May 21, 2022",https://qaranjobs.com/job/education-officer-somali-regional-state-of-ethiopia/,0
Senior Finance Officer ,International Medical Corps ,"Dollo/Ado, Somali Regional State of Ethiopia"," May 21, 2022",https://qaranjobs.com/job/senior-finance-officer-dollo-ado-somali-regional-state-of-ethiopia/,0
Senior Procurement Officer ,International Medical Corps ,"Dollo/Ado, Somali Regional State of Ethiopia"," May 21, 2022",https://qaranjobs.com/job/senior-procurement-officer-dollo-ado-somali-regional-state-of-ethiopia/,0
"Drivers, (GS-2) ",UNICEF ,"Jigjiga, Somali Regional State of Ethiopia"," May 21, 2022",https://qaranjobs.com/job/drivers-gs-2-2-positions-jigjiga-somali-regional-state-of-ethiopia/,0
Mechanic Engineer ,Somtel ,"Bosaso, Puntland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/mechanic-engineer-bosaso-puntland-state-of-somalia/,0
General Manager Secretary ,Somtel ,"Bosaso, Puntland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/general-manager-secretary-bosaso-puntland-state-of-somalia/,0
Social Worker ,SOS Children’s Villages International ,"Hargeisa, Somaliland"," May 21, 2022",https://qaranjobs.com/job/social-worker-hargeisa-somaliland-2/,0
Accountability Assistant ,ACTED ,"Diinsoor, South West State of Somalia"," May 21, 2022",https://qaranjobs.com/job/accountability-assistant-diinsoor-south-west-state-of-somalia/,0
Accountability Assistant ,ACTED ,"Bardheere, Somalia"," May 21, 2022",https://qaranjobs.com/job/accountability-assistant-bardheere-somalia/,0
Accountability Assistant ,ACTED ,"Garbaharey, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/accountability-assistant-garbaharey-jubaland-state-of-somalia/,0
Project Officer FSL/WASH Officer ,ACTED ,"Bardhere, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/project-officer-fsl-wash-officer-bardhere-jubaland-state-of-somalia/,0
Project Officer FSL/WASH Officer ,ACTED ,"Garbahare, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/project-officer-fsl-wash-officer-garbahare-jubaland-state-of-somalia/,0
WASH Project Engineer ,ACTED ,"Kismayo, Jubaland State of Somalia"," May 21, 2022",https://qaranjobs.com/job/wash-project-engineer-kismayo-jubaland-state-of-somalia/,0
Senior FSL/WASH Officer ,ACTED ,"Diinsoor, South West State of Somalia"," May 20, 2022",https://qaranjobs.com/job/senior-fsl-wash-officer-diinsoor-south-west-state-of-somalia/,0
Senior FSL Officer ,ACTED ,"Burhakaba, South West State of Somalia"," May 20, 2022",https://qaranjobs.com/job/senior-fsl-officer-burhakaba-south-west-state-of-somalia/,0
Senior WASH Officer ,ACTED ,"Baidoa, Somalia"," May 20, 2022",https://qaranjobs.com/job/senior-wash-officer-baidoa-somalia/,0
Jobs at Somali Red Crescent Society (SRCS) (10 Positions) ,Ururka Bisha Cas (SRCS) ,Somalia/Somaliland," May 20, 2022",https://qaranjobs.com/?post_type=job_listing&p=19257,0
Maamule (General Manager) ,Dalkaab General Trading Co. ,"Bosaso, Puntland, Somalia"," May 20, 2022",https://qaranjobs.com/job/maamule-general-manager-bosaso-puntland-somalia/,0
Wash Officer- Engineer ,Save the Children ,"Gode, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/wash-officer-engineer-gode-somali-regional-state-of-ethiopia/,0
Senior Livelihood Project Officer ,Islamic Relief ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/senior-livelihood-project-officer-jigjiga-somali-regional-state-of-ethiopia/,0
Cashier ,Islamic Relief ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/cashier-jigjiga-somali-regional-state-of-ethiopia/,0
Senior Electromechanical Technician ,International Medical Corps (IMC) ,"Jijiga - Kebrbeyah, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/senior-electromechanical-technician-jijiga-kebrbeyah-somali-regional-state-of-ethiopia/,0
Sanitation and Hygiene Promotion officer (3 Positions) ,International Medical Corps ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/sanitation-and-hygiene-promotion-officer-3-positions-jigjiga-somali-regional-state-of-ethiopia/,0
Electro Mechanical technician Officer ,International Medical Corps ,Somali Regional State Of Ethiopia," May 20, 2022",https://qaranjobs.com/job/electro-mechanical-technician-officer-somali-regional-state-of-ethiopia/,0
Water Quality Assistant ,International Medical Corps ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/water-quality-assistant-jigjiga-somali-regional-state-of-ethiopia/,0
Field Finance Officer ,International Medical Corps ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/field-finance-officer-jigjiga-somali-regional-state-of-ethiopia/,0
Cash Transfer Assistant ,IRC ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/cash-transfer-assistant-jigjiga-somali-regional-state-of-ethiopia/,0
Finance Assistant ,IRC ,"Jigjiga, Somali Regional Sate of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/finance-assistant-jigjiga-somali-regional-sate-of-ethiopia/,0
Hygiene Promotion Assistant ,IRC ,"Jijiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/hygiene-promotion-assistant-jijiga-somali-regional-state-of-ethiopia-2/,0
Area Manager ,Oxfam ,"Jijiga- Jarar, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/area-manager-jijiga-jarar-somali-regional-state-of-ethiopia/,0
Finance & Admin Coordinator ,Population Services International - PSI ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/finance-admin-coordinator-jigjiga-somali-regional-state-of-ethiopia/,0
WASH Officers (2 position) ,Polish Humanitarian Action (PAH) ,"Adado District, Galmudug State of Somalia"," May 20, 2022",https://qaranjobs.com/job/wash-officers-2-position-adado-district-galmudug-state-of-somalia/,0
Readvert: Finance Officer ,IRC ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/readvert-finance-officer-jigjiga-somali-regional-state-of-ethiopia/,0
Driver ,NRC ,"Jigjiga, Somali Regional State of Ethiopia"," May 20, 2022",https://qaranjobs.com/job/driver-jigjiga-somali-regional-state-of-ethiopia-3/,0
Counselor ,City of Seattle ,"Renton, WA, Washington - US State"," May 19, 2022",https://qaranjobs.com/job/counselor-somali-jobs-city-of-seattle-renton-wa-washington-us-state/,0
Expert Research Consultant ,Federal Government of Somalia (FGS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/expert-research-consultant-mogadishu-somalia/,0
Procurement and Liaison Officer ,SOS Children's Villages Ethiopia ,"Gode, Somali Regional State Of Ethiopia"," May 19, 2022",https://qaranjobs.com/job/procurement-and-liaison-officer-gode-somali-regional-state-of-ethiopia/,0
Benchbook Consultant ,American Bar Association - ABA ,Somalia," May 19, 2022",https://qaranjobs.com/job/benchbook-consultant-somalia/,0
Interpreter | St. Cloud Hospital ,CentraCare ,"Saint Cloud, MN, United States"," May 19, 2022",https://qaranjobs.com/job/interpreter-st-cloud-hospital-somali-jobs-centracare-saint-cloud-mn-minnesota-us-state/,0
Assistant Clerk II ,"City of Rochester, MN ","Minnesota, United States"," May 19, 2022",https://qaranjobs.com/job/assistant-clerk-ii-somali-jobs-city-of-rochester-mn-minnesota-united-states/,0
MOVCON Assistant ,UNSOS ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/movcon-assistant-mogadishu-somalia-2/,0
Terms of Reference (ToR) for Final Evaluation ,CARE ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/terms-of-reference-tor-for-final-evaluation-mogadishu-somalia/,0
EPI Vaccinator ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/epi-vaccinator-mogadishu-somalia-2/,0
Health Promoter ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/health-promoter-mogadishu-somalia/,0
OTP Nurse ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/otp-nurse-mogadishu-somalia/,0
OTP Auxiliary Nurse ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/otp-auxiliary-nurse-mogadishu-somalia/,0
Pharmacy assistant ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/pharmacy-assistant-mogadishu-somalia/,0
OTP Auxiliary Nurse ,Somali Red Crescent Society (SRCS) ,"Kismayo, Somalia"," May 19, 2022",https://qaranjobs.com/job/otp-auxiliary-nurse-kismayo-somalia/,0
Pharmacy assistant ,Somali Red Crescent Society (SRCS) ,"Kismayo, Somalia"," May 19, 2022",https://qaranjobs.com/job/pharmacy-assistant-kismayo-somalia/,0
OPD Nurse ,Somali Red Crescent Society (SRCS) ,"Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/opd-nurse-mogadishu-somalia/,0
Qualify POP Nurse ,Somali Red Crescent Society (SRCS) ,"Kaysenay Hospital, Mogadishu, Somalia"," May 19, 2022",https://qaranjobs.com/job/qualify-pop-nurse-kaysenay-hospital-mogadishu-somalia/,0
Programme Assistant (2 positions) ,WFP ,"Galkacayo, Somalia"," May 19, 2022",https://qaranjobs.com/job/programme-assistant-2-positions-galkacayo-somalia/,0
Teacher Training Facilitator -TOTs Workshop ,Creative Associates International ,"Mogadishu, Somalia"," May 18, 2022",https://qaranjobs.com/job/teacher-training-facilitator-tots-workshop-mogadishu-somalia/,0
"Admin, HR & Finance Officer ",Secours Islamique France (SIF) ,"Kismayo, Somalia"," May 18, 2022",https://qaranjobs.com/job/admin-hr-finance-officer-kismayo-somalia/,0
